Dates,AAPL,ADBE,AMZN,BA,BLK,CSCO,IBM,JPM,MSFT,NVDA
10-10-2018,216.36,237.91,1755.25,367.47,426.76,45.63,142.69,111.47,106.16,245.69
11-10-2018,214.45,238.59,1719.36,358.11,417.68,44.12,139.02,108.13,105.91,235.13
12-10-2018,222.11,248.87,1788.61,360.11,427.7,45.71,140.85,106.95,109.57,246.54
15-10-2018,217.36,238.01,1760.95,358.88,426.94,44.67,141.13,106.34,107.6,235.38
16-10-2018,222.15,260.67,1819.96,368.25,408.0,45.82,145.12,108.62,111.0,245.83
17-10-2018,221.19,258.91,1831.73,365.5,411.85,45.94,134.05,109.83,110.71,243.06
18-10-2018,216.02,250.35,1770.72,359.35,399.87,45.46,130.55,108.09,108.5,239.53
19-10-2018,219.31,245.03,1764.03,356.26,401.65,45.34,129.1,107.91,108.66,229.17
22-10-2018,220.65,251.06,1789.3,355.98,392.36,45.76,130.02,106.36,109.63,231.22
23-10-2018,222.73,251.76,1768.7,350.05,387.49,45.42,131.21,105.25,108.1,221.06
24-10-2018,215.09,238.44,1664.2,354.65,378.66,44.07,127.21,103.29,102.32,199.41
25-10-2018,219.8,252.92,1782.17,363.77,391.96,45.47,126.45,104.86,108.3,207.84
26-10-2018,216.3,245.8,1642.81,359.27,386.93,44.25,124.79,103.42,106.96,198.29
29-10-2018,212.24,239.75,1538.88,335.59,390.65,43.84,119.64,104.85,103.85,185.62
30-10-2018,213.3,238.41,1530.42,349.91,403.83,44.58,115.4,106.7,103.73,203.0
31-10-2018,218.86,245.76,1598.01,354.86,411.42,45.75,115.43,109.02,106.81,210.83
01-11-2018,222.22,245.28,1665.53,363.07,412.99,45.65,116.83,108.98,105.92,218.11
02-11-2018,207.48,239.64,1665.53,357.75,409.76,45.48,115.67,108.38,106.16,214.92
05-11-2018,201.59,239.89,1627.8,361.98,411.0,46.14,120.06,109.09,107.51,211.77
06-11-2018,203.77,240.56,1642.81,366.47,413.43,46.5,123.12,109.6,107.72,211.06
07-11-2018,209.95,253.43,1755.49,372.02,424.73,47.9,124.84,111.48,111.96,213.79
08-11-2018,208.49,249.96,1754.91,370.77,421.39,48.44,123.38,112.38,111.75,205.99
09-11-2018,204.47,244.84,1712.43,369.34,413.95,47.11,123.54,111.29,109.57,205.67
12-11-2018,194.17,236.67,1636.85,357.03,405.42,45.62,120.9,108.95,106.87,189.54
13-11-2018,192.23,238.74,1631.17,349.51,407.31,45.12,120.84,109.59,106.94,199.31
14-11-2018,186.8,235.22,1599.01,344.72,401.98,44.33,120.2,107.33,104.97,197.19
15-11-2018,191.41,239.95,1619.44,341.57,406.88,46.77,121.44,110.07,107.28,202.39
16-11-2018,193.53,238.89,1593.41,335.95,411.0,46.35,121.57,109.99,108.29,164.43
19-11-2018,185.86,219.69,1512.29,320.94,407.78,45.75,120.31,110.83,104.62,144.7
20-11-2018,176.98,219.73,1495.46,317.7,402.92,44.49,117.2,108.45,101.71,149.08
21-11-2018,176.78,225.98,1516.73,317.32,407.62,44.89,118.57,107.64,103.11,144.71
22-11-2018,176.78,225.98,1516.73,317.32,407.62,44.89,118.57,107.64,103.11,144.71
23-11-2018,172.29,225.56,1502.06,312.32,406.61,44.54,117.19,106.65,103.07,145.0
26-11-2018,174.62,231.96,1581.33,316.36,418.49,45.57,119.56,109.26,106.47,153.05
27-11-2018,174.24,232.25,1581.42,318.03,417.16,46.12,120.03,109.72,107.14,153.73
28-11-2018,180.94,249.21,1677.75,333.5,427.27,47.29,123.0,110.94,111.12,160.07
29-11-2018,179.55,249.09,1673.57,342.56,422.94,47.34,121.48,110.06,110.19,157.36
30-11-2018,178.58,250.89,1690.17,346.76,428.01,47.87,124.27,111.19,110.89,163.43
03-12-2018,184.82,255.26,1772.36,359.96,434.87,48.74,125.31,112.24,112.09,170.04
04-12-2018,176.69,245.82,1668.4,342.5,408.75,47.35,121.6,107.23,108.52,157.11
05-12-2018,176.69,245.82,1668.4,342.5,408.75,47.35,121.6,107.23,108.52,157.11
06-12-2018,174.72,250.63,1699.19,331.9,400.23,48.39,123.91,105.19,109.19,158.29
07-12-2018,168.49,238.0,1629.13,323.22,393.1,46.44,119.34,103.29,104.82,147.61
10-12-2018,169.6,244.09,1641.03,326.35,393.26,46.86,121.13,101.36,107.59,151.86
11-12-2018,168.63,245.34,1643.24,322.03,385.66,47.09,120.89,100.37,108.59,148.19
12-12-2018,169.1,245.55,1663.54,326.69,390.07,47.42,121.16,101.02,109.08,148.9
13-12-2018,170.95,248.08,1658.38,325.47,387.27,47.47,120.73,101.12,109.45,148.89
